Source,Target,SourcePort,TargetPort,Channel
NOC_NPP_RPTR_X1Y12,NOC_NPS7575_X5Y6,port1_in,port0_out,808
NOC_NPS7575_X5Y6,NOC_NPP_RPTR_X1Y12,port0_in,port0_out,805
NOC_NPP_RPTR_X1Y13,NOC_NPS7575_X5Y7,port1_in,port0_out,812
NOC_NPS7575_X5Y7,NOC_NPP_RPTR_X1Y13,port0_in,port0_out,807
NOC_NMU512_X1Y0,NOC_NPS_VNOC_X1Y1,resp_in,port3_out,1659
NOC_NMU512_X1Y0,NOC_NPS_VNOC_X1Y1,req_out,port3_in,1649
NOC_NPS_VNOC_X1Y1,NOC_NPS_VNOC_X1Y0,port1_in,port1_out,1673
NOC_NPS_VNOC_X1Y1,NOC_NPS_VNOC_X1Y0,port1_out,port1_in,1657
NOC_NPS_VNOC_X1Y0,NOC_NSU512_X1Y0,port3_in,resp,1685
NOC_NPS_VNOC_X1Y0,NOC_NSU512_X1Y0,port3_out,req,1675
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y1,port2_out,port0_in,1618
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y1,port2_in,port0_out,1656
NOC_NPS_VNOC_X1Y2,NOC_NPS_VNOC_X1Y0,port0_out,port2_in,1632
NOC_NPS_VNOC_X1Y0,NOC_NPS_VNOC_X1Y2,port2_out,port0_in,1674
NOC_NMU512_X1Y1,NOC_NPS_VNOC_X1Y3,resp_in,port3_out,1619
NOC_NMU512_X1Y1,NOC_NPS_VNOC_X1Y3,req_out,port3_in,1609
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y2,port1_in,port1_out,1633
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y2,port1_out,port1_in,1617
NOC_NPS_VNOC_X1Y2,NOC_NSU512_X1Y1,port3_in,resp,1645
NOC_NPS_VNOC_X1Y2,NOC_NSU512_X1Y1,port3_out,req,1635
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y5,port0_in,port2_out,1578
NOC_NPS_VNOC_X1Y3,NOC_NPS_VNOC_X1Y5,port0_out,port2_in,1616
NOC_NPS_VNOC_X1Y4,NOC_NPS_VNOC_X1Y2,port0_out,port2_in,1592
NOC_NPS_VNOC_X1Y2,NOC_NPS_VNOC_X1Y4,port2_out,port0_in,1634
NOC_NMU512_X1Y2,NOC_NPS_VNOC_X1Y5,resp_in,port3_out,1579
NOC_NMU512_X1Y2,NOC_NPS_VNOC_X1Y5,req_out,port3_in,1569
NOC_NPS_VNOC_X1Y5,NOC_NPS_VNOC_X1Y4,port1_in,port1_out,1593
NOC_NPS_VNOC_X1Y5,NOC_NPS_VNOC_X1Y4,port1_out,port1_in,1577
NOC_NPS_VNOC_X1Y4,NOC_NSU512_X1Y2,port3_in,resp,1605
NOC_NPS_VNOC_X1Y4,NOC_NSU512_X1Y2,port3_out,req,1595
NOC_NPS_VNOC_X1Y7,NOC_NPS_VNOC_X1Y5,port2_out,port0_in,1538
NOC_NPS_VNOC_X1Y7,NOC_NPS_VNOC_X1Y5,port2_in,port0_out,1576
NOC_NPS_VNOC_X1Y6,NOC_NPS_VNOC_X1Y4,port0_out,port2_in,1552
NOC_NPS_VNOC_X1Y6,NOC_NPS_VNOC_X1Y4,port0_in,port2_out,1594
NOC_NMU512_X1Y3,NOC_NPS_VNOC_X1Y7,resp_in,port3_out,1539
NOC_NMU512_X1Y3,NOC_NPS_VNOC_X1Y7,req_out,port3_in,1529
NOC_NPS_VNOC_X1Y7,NOC_NPS_VNOC_X1Y6,port1_in,port1_out,1553
NOC_NPS_VNOC_X1Y7,NOC_NPS_VNOC_X1Y6,port1_out,port1_in,1537
NOC_NPS_VNOC_X1Y6,NOC_NSU512_X1Y3,port3_in,resp,1565
NOC_NPS_VNOC_X1Y6,NOC_NSU512_X1Y3,port3_out,req,1555
NOC_NPS_VNOC_X1Y7,NOC_NPS_VNOC_X1Y9,port0_in,port2_out,1498
NOC_NPS_VNOC_X1Y9,NOC_NPS_VNOC_X1Y7,port2_in,port0_out,1536
NOC_NPS_VNOC_X1Y8,NOC_NPS_VNOC_X1Y6,port0_out,port2_in,1512
NOC_NPS_VNOC_X1Y8,NOC_NPS_VNOC_X1Y6,port0_in,port2_out,1554
NOC_NMU512_X1Y4,NOC_NPS_VNOC_X1Y9,resp_in,port3_out,1499
NOC_NMU512_X1Y4,NOC_NPS_VNOC_X1Y9,req_out,port3_in,1489
NOC_NPS_VNOC_X1Y9,NOC_NPS_VNOC_X1Y8,port1_in,port1_out,1513
NOC_NPS_VNOC_X1Y9,NOC_NPS_VNOC_X1Y8,port1_out,port1_in,1497
NOC_NPS_VNOC_X1Y8,NOC_NSU512_X1Y4,port3_in,resp,1525
NOC_NPS_VNOC_X1Y8,NOC_NSU512_X1Y4,port3_out,req,1515
NOC_NPS_VNOC_X1Y9,NOC_NPS_VNOC_X1Y11,port0_in,port2_out,1458
NOC_NPS_VNOC_X1Y11,NOC_NPS_VNOC_X1Y9,port2_in,port0_out,1496
NOC_NPS_VNOC_X1Y10,NOC_NPS_VNOC_X1Y8,port0_out,port2_in,1472
NOC_NPS_VNOC_X1Y10,NOC_NPS_VNOC_X1Y8,port0_in,port2_out,1514
NOC_NPS_VNOC_X1Y13,NOC_NPS_VNOC_X1Y11,port2_out,port0_in,1418
NOC_NPS_VNOC_X1Y13,NOC_NPS_VNOC_X1Y11,port2_in,port0_out,1456
NOC_NPS_VNOC_X1Y12,NOC_NPS_VNOC_X1Y10,port0_out,port2_in,1432
NOC_NPS_VNOC_X1Y12,NOC_NPS_VNOC_X1Y10,port0_in,port2_out,1474
NOC_NMU512_X1Y5,NOC_NPS_VNOC_X1Y11,resp_in,port3_out,1459
NOC_NMU512_X1Y5,NOC_NPS_VNOC_X1Y11,req_out,port3_in,1449
NOC_NPS_VNOC_X1Y11,NOC_NPS_VNOC_X1Y10,port1_in,port1_out,1473
NOC_NPS_VNOC_X1Y11,NOC_NPS_VNOC_X1Y10,port1_out,port1_in,1457
NOC_NPS_VNOC_X1Y10,NOC_NSU512_X1Y5,port3_in,resp,1485
NOC_NPS_VNOC_X1Y10,NOC_NSU512_X1Y5,port3_out,req,1475
NOC_NMU512_X1Y6,NOC_NPS_VNOC_X1Y13,resp_in,port3_out,1419
NOC_NMU512_X1Y6,NOC_NPS_VNOC_X1Y13,req_out,port3_in,1409
NOC_NPS_VNOC_X1Y13,NOC_NPS_VNOC_X1Y12,port1_in,port1_out,1433
NOC_NPS_VNOC_X1Y13,NOC_NPS_VNOC_X1Y12,port1_out,port1_in,1417
NOC_NPS_VNOC_X1Y12,NOC_NSU512_X1Y6,port3_in,resp,1445
NOC_NPS_VNOC_X1Y12,NOC_NSU512_X1Y6,port3_out,req,1435
NOC_NPS_VNOC_X1Y13,NOC_NPS7575_X5Y1,port0_in,port3_out,1355
NOC_NPS7575_X5Y1,NOC_NPS_VNOC_X1Y13,port3_in,port0_out,1416
NOC_NPS_VNOC_X1Y12,NOC_NPS7575_X5Y0,port2_in,port1_out,1349
NOC_NPS7575_X5Y0,NOC_NPS_VNOC_X1Y12,port1_in,port2_out,1434
NOC_NPS7575_X5Y1,NOC_NIDB_X1Y0,port1_in,port0_out,1342
NOC_NIDB_X1Y0,NOC_NPS7575_X5Y1,port0_in,port1_out,1353
NOC_NPS7575_X5Y1,NOC_NPP_RPTR_X1Y3,port2_in,port1_out,1360
NOC_NPP_RPTR_X1Y3,NOC_NPS7575_X5Y1,port0_in,port2_out,1354
NOC_NIDB_X1Y0,NOC_NIDB_X1Y2,port1_in,port1_out,1247
NOC_NIDB_X1Y2,NOC_NIDB_X1Y0,port1_in,port1_out,1343
NOC_NIDB_X1Y2,NOC_NPS7575_X5Y3,port0_in,port1_out,1257
NOC_NIDB_X1Y2,NOC_NPS7575_X5Y3,port0_out,port1_in,1246
NOC_NPS7575_X5Y0,NOC_NIDB_X1Y1,port3_in,port0_out,1356
NOC_NPS7575_X5Y0,NOC_NIDB_X1Y1,port3_out,port0_in,1351
NOC_NPS7575_X5Y0,NOC_NPP_RPTR_X1Y2,port2_in,port1_out,1358
NOC_NPP_RPTR_X1Y2,NOC_NPS7575_X5Y0,port0_in,port2_out,1350
NOC_NIDB_X1Y1,NOC_NIDB_X1Y3,port1_in,port1_out,1261
NOC_NIDB_X1Y3,NOC_NIDB_X1Y1,port1_in,port1_out,1357
NOC_NPS7575_X5Y3,NOC_NPP_RPTR_X1Y7,port2_in,port1_out,1264
NOC_NPP_RPTR_X1Y7,NOC_NPS7575_X5Y3,port0_in,port2_out,1258
NOC_NPS7575_X5Y3,NOC_NPS_VNOC_X1Y15,port3_in,port2_out,1174
NOC_NPS_VNOC_X1Y15,NOC_NPS7575_X5Y3,port2_in,port3_out,1259
NOC_NPS7575_X5Y2,NOC_NPS_VNOC_X1Y14,port1_in,port0_out,1188
NOC_NPS_VNOC_X1Y14,NOC_NPS7575_X5Y2,port0_in,port1_out,1253
NOC_NPS7575_X5Y2,NOC_NIDB_X1Y3,port3_in,port0_out,1260
NOC_NPS7575_X5Y2,NOC_NIDB_X1Y3,port3_out,port0_in,1255
NOC_NPS7575_X5Y2,NOC_NPP_RPTR_X1Y6,port2_in,port1_out,1262
NOC_NPP_RPTR_X1Y6,NOC_NPS7575_X5Y2,port0_in,port2_out,1254
NOC_NMU512_X1Y7,NOC_NPS_VNOC_X1Y15,resp_in,port3_out,1175
NOC_NMU512_X1Y7,NOC_NPS_VNOC_X1Y15,req_out,port3_in,1165
NOC_NPS_VNOC_X1Y15,NOC_NPS_VNOC_X1Y14,port1_in,port1_out,1189
NOC_NPS_VNOC_X1Y15,NOC_NPS_VNOC_X1Y14,port1_out,port1_in,1173
NOC_NPS_VNOC_X1Y14,NOC_NSU512_X1Y7,port3_in,resp,1201
NOC_NPS_VNOC_X1Y14,NOC_NSU512_X1Y7,port3_out,req,1191
NOC_NPS_VNOC_X1Y15,NOC_NPS_VNOC_X1Y17,port0_in,port2_out,1134
NOC_NPS_VNOC_X1Y17,NOC_NPS_VNOC_X1Y15,port2_in,port0_out,1172
NOC_NPS_VNOC_X1Y16,NOC_NPS_VNOC_X1Y14,port0_out,port2_in,1148
NOC_NPS_VNOC_X1Y16,NOC_NPS_VNOC_X1Y14,port0_in,port2_out,1190
NOC_NMU512_X1Y8,NOC_NPS_VNOC_X1Y17,resp_in,port3_out,1135
NOC_NMU512_X1Y8,NOC_NPS_VNOC_X1Y17,req_out,port3_in,1125
NOC_NPS_VNOC_X1Y17,NOC_NPS_VNOC_X1Y16,port1_in,port1_out,1149
NOC_NPS_VNOC_X1Y17,NOC_NPS_VNOC_X1Y16,port1_out,port1_in,1133
NOC_NPS_VNOC_X1Y16,NOC_NSU512_X1Y8,port3_in,resp,1161
NOC_NPS_VNOC_X1Y16,NOC_NSU512_X1Y8,port3_out,req,1151
NOC_NPS_VNOC_X1Y17,NOC_NPS_VNOC_X1Y19,port0_in,port2_out,1094
NOC_NPS_VNOC_X1Y17,NOC_NPS_VNOC_X1Y19,port0_out,port2_in,1132
NOC_NPS_VNOC_X1Y16,NOC_NPS_VNOC_X1Y18,port2_in,port0_out,1108
NOC_NPS_VNOC_X1Y18,NOC_NPS_VNOC_X1Y16,port0_in,port2_out,1150
NOC_NMU512_X1Y9,NOC_NPS_VNOC_X1Y19,resp_in,port3_out,1095
NOC_NMU512_X1Y9,NOC_NPS_VNOC_X1Y19,req_out,port3_in,1085
NOC_NPS_VNOC_X1Y19,NOC_NPS_VNOC_X1Y18,port1_in,port1_out,1109
NOC_NPS_VNOC_X1Y19,NOC_NPS_VNOC_X1Y18,port1_out,port1_in,1093
NOC_NPS_VNOC_X1Y18,NOC_NSU512_X1Y9,port3_in,resp,1121
NOC_NPS_VNOC_X1Y18,NOC_NSU512_X1Y9,port3_out,req,1111
NOC_NPS_VNOC_X1Y19,NOC_NPS_VNOC_X1Y21,port0_in,port2_out,1054
NOC_NPS_VNOC_X1Y21,NOC_NPS_VNOC_X1Y19,port2_in,port0_out,1092
NOC_NPS_VNOC_X1Y20,NOC_NPS_VNOC_X1Y18,port0_out,port2_in,1068
NOC_NPS_VNOC_X1Y20,NOC_NPS_VNOC_X1Y18,port0_in,port2_out,1110
NOC_NMU512_X1Y10,NOC_NPS_VNOC_X1Y21,resp_in,port3_out,1055
NOC_NMU512_X1Y10,NOC_NPS_VNOC_X1Y21,req_out,port3_in,1045
NOC_NPS_VNOC_X1Y21,NOC_NPS_VNOC_X1Y20,port1_in,port1_out,1069
NOC_NPS_VNOC_X1Y21,NOC_NPS_VNOC_X1Y20,port1_out,port1_in,1053
NOC_NPS_VNOC_X1Y20,NOC_NSU512_X1Y10,port3_in,resp,1081
NOC_NPS_VNOC_X1Y20,NOC_NSU512_X1Y10,port3_out,req,1071
NOC_NPS_VNOC_X1Y21,NOC_NPS_VNOC_X1Y23,port0_in,port2_out,1014
NOC_NPS_VNOC_X1Y23,NOC_NPS_VNOC_X1Y21,port2_in,port0_out,1052
NOC_NPS_VNOC_X1Y22,NOC_NPS_VNOC_X1Y20,port0_out,port2_in,1028
NOC_NPS_VNOC_X1Y22,NOC_NPS_VNOC_X1Y20,port0_in,port2_out,1070
NOC_NMU512_X1Y11,NOC_NPS_VNOC_X1Y23,resp_in,port3_out,1015
NOC_NMU512_X1Y11,NOC_NPS_VNOC_X1Y23,req_out,port3_in,1005
NOC_NPS_VNOC_X1Y23,NOC_NPS_VNOC_X1Y22,port1_in,port1_out,1029
NOC_NPS_VNOC_X1Y23,NOC_NPS_VNOC_X1Y22,port1_out,port1_in,1013
NOC_NPS_VNOC_X1Y22,NOC_NSU512_X1Y11,port3_in,resp,1041
NOC_NPS_VNOC_X1Y22,NOC_NSU512_X1Y11,port3_out,req,1031
NOC_NPS_VNOC_X1Y23,NOC_NPS_VNOC_X1Y25,port0_in,port2_out,974
NOC_NPS_VNOC_X1Y25,NOC_NPS_VNOC_X1Y23,port2_in,port0_out,1012
NOC_NPS_VNOC_X1Y24,NOC_NPS_VNOC_X1Y22,port0_out,port2_in,988
NOC_NPS_VNOC_X1Y24,NOC_NPS_VNOC_X1Y22,port0_in,port2_out,1030
NOC_NMU512_X1Y12,NOC_NPS_VNOC_X1Y25,resp_in,port3_out,975
NOC_NMU512_X1Y12,NOC_NPS_VNOC_X1Y25,req_out,port3_in,965
NOC_NPS_VNOC_X1Y25,NOC_NPS_VNOC_X1Y24,port1_in,port1_out,989
NOC_NPS_VNOC_X1Y25,NOC_NPS_VNOC_X1Y24,port1_out,port1_in,973
NOC_NPS_VNOC_X1Y24,NOC_NSU512_X1Y12,port3_in,resp,1001
NOC_NPS_VNOC_X1Y24,NOC_NSU512_X1Y12,port3_out,req,991
NOC_NPS_VNOC_X1Y25,NOC_NPS7575_X5Y5,port0_in,port3_out,911
NOC_NPS7575_X5Y5,NOC_NPS_VNOC_X1Y25,port3_in,port0_out,972
NOC_NPS_VNOC_X1Y24,NOC_NPS7575_X5Y4,port2_in,port1_out,905
NOC_NPS7575_X5Y4,NOC_NPS_VNOC_X1Y24,port1_in,port2_out,990
NOC_NPS7575_X5Y5,NOC_NIDB_X1Y4,port1_in,port0_out,898
NOC_NPS7575_X5Y5,NOC_NIDB_X1Y4,port1_out,port0_in,909
NOC_NPS7575_X5Y5,NOC_NPP_RPTR_X1Y11,port2_in,port1_out,916
NOC_NPP_RPTR_X1Y11,NOC_NPS7575_X5Y5,port0_in,port2_out,910
NOC_NIDB_X1Y4,NOC_NIDB_X1Y6,port1_in,port1_out,803
NOC_NIDB_X1Y6,NOC_NIDB_X1Y4,port1_in,port1_out,899
NOC_NIDB_X1Y5,NOC_NPS7575_X5Y4,port0_out,port3_in,912
NOC_NPS7575_X5Y4,NOC_NIDB_X1Y5,port3_out,port0_in,907
NOC_NIDB_X1Y5,NOC_NIDB_X1Y7,port1_in,port1_out,817
NOC_NIDB_X1Y7,NOC_NIDB_X1Y5,port1_in,port1_out,913
NOC_NPS7575_X5Y4,NOC_NPP_RPTR_X1Y10,port2_in,port1_out,914
NOC_NPP_RPTR_X1Y10,NOC_NPS7575_X5Y4,port0_in,port2_out,906
NOC_NIDB_X1Y6,NOC_NPS7575_X5Y7,port0_in,port1_out,813
NOC_NIDB_X1Y6,NOC_NPS7575_X5Y7,port0_out,port1_in,802
NOC_NPS7575_X5Y7,NOC_NPP_RPTR_X1Y15,port2_in,port1_out,820
NOC_NPP_RPTR_X1Y15,NOC_NPS7575_X5Y7,port0_in,port2_out,814
NOC_NPS7575_X5Y7,NOC_NPS_VNOC_X1Y27,port3_in,port2_out,730
NOC_NPS_VNOC_X1Y27,NOC_NPS7575_X5Y7,port2_in,port3_out,815
NOC_NPS7575_X5Y6,NOC_NPS_VNOC_X1Y26,port1_in,port0_out,744
NOC_NPS_VNOC_X1Y26,NOC_NPS7575_X5Y6,port0_in,port1_out,809
NOC_NPS7575_X5Y6,NOC_NIDB_X1Y7,port3_in,port0_out,816
NOC_NPS7575_X5Y6,NOC_NIDB_X1Y7,port3_out,port0_in,811
NOC_NPS7575_X5Y6,NOC_NPP_RPTR_X1Y14,port2_in,port1_out,818
NOC_NPP_RPTR_X1Y14,NOC_NPS7575_X5Y6,port0_in,port2_out,810
NOC_NMU512_X1Y13,NOC_NPS_VNOC_X1Y27,resp_in,port3_out,731
NOC_NMU512_X1Y13,NOC_NPS_VNOC_X1Y27,req_out,port3_in,721
NOC_NPS_VNOC_X1Y27,NOC_NPS_VNOC_X1Y26,port1_in,port1_out,745
NOC_NPS_VNOC_X1Y27,NOC_NPS_VNOC_X1Y26,port1_out,port1_in,729
NOC_NPS_VNOC_X1Y26,NOC_NSU512_X1Y13,port3_in,resp,757
NOC_NPS_VNOC_X1Y26,NOC_NSU512_X1Y13,port3_out,req,747
NOC_NPS_VNOC_X1Y27,NOC_NPS_VNOC_X1Y29,port0_in,port2_out,690
NOC_NPS_VNOC_X1Y29,NOC_NPS_VNOC_X1Y27,port2_in,port0_out,728
NOC_NPS_VNOC_X1Y26,NOC_NPS_VNOC_X1Y28,port2_in,port0_out,704
NOC_NPS_VNOC_X1Y28,NOC_NPS_VNOC_X1Y26,port0_in,port2_out,746
NOC_NMU512_X1Y14,NOC_NPS_VNOC_X1Y29,resp_in,port3_out,691
NOC_NMU512_X1Y14,NOC_NPS_VNOC_X1Y29,req_out,port3_in,681
NOC_NPS_VNOC_X1Y29,NOC_NPS_VNOC_X1Y28,port1_in,port1_out,705
NOC_NPS_VNOC_X1Y29,NOC_NPS_VNOC_X1Y28,port1_out,port1_in,689
NOC_NPS_VNOC_X1Y28,NOC_NSU512_X1Y14,port3_in,resp,717
NOC_NPS_VNOC_X1Y28,NOC_NSU512_X1Y14,port3_out,req,707
NOC_NPS_VNOC_X1Y29,NOC_NPS_VNOC_X1Y31,port0_in,port2_out,650
NOC_NPS_VNOC_X1Y31,NOC_NPS_VNOC_X1Y29,port2_in,port0_out,688
NOC_NPS_VNOC_X1Y28,NOC_NPS_VNOC_X1Y30,port2_in,port0_out,664
NOC_NPS_VNOC_X1Y30,NOC_NPS_VNOC_X1Y28,port0_in,port2_out,706
NOC_NMU512_X1Y15,NOC_NPS_VNOC_X1Y31,resp_in,port3_out,651
NOC_NMU512_X1Y15,NOC_NPS_VNOC_X1Y31,req_out,port3_in,641
NOC_NPS_VNOC_X1Y31,NOC_NPS_VNOC_X1Y30,port1_in,port1_out,665
NOC_NPS_VNOC_X1Y31,NOC_NPS_VNOC_X1Y30,port1_out,port1_in,649
NOC_NPS_VNOC_X1Y30,NOC_NSU512_X1Y15,port3_in,resp,677
NOC_NPS_VNOC_X1Y30,NOC_NSU512_X1Y15,port3_out,req,667
NOC_NPS_VNOC_X1Y31,NOC_NPS_VNOC_X1Y33,port0_in,port2_out,610
NOC_NPS_VNOC_X1Y33,NOC_NPS_VNOC_X1Y31,port2_in,port0_out,648
NOC_NPS_VNOC_X1Y30,NOC_NPS_VNOC_X1Y32,port2_in,port0_out,624
NOC_NPS_VNOC_X1Y32,NOC_NPS_VNOC_X1Y30,port0_in,port2_out,666
NOC_NMU512_X1Y16,NOC_NPS_VNOC_X1Y33,resp_in,port3_out,611
NOC_NMU512_X1Y16,NOC_NPS_VNOC_X1Y33,req_out,port3_in,601
NOC_NPS_VNOC_X1Y33,NOC_NPS_VNOC_X1Y32,port1_in,port1_out,625
NOC_NPS_VNOC_X1Y33,NOC_NPS_VNOC_X1Y32,port1_out,port1_in,609
NOC_NPS_VNOC_X1Y32,NOC_NSU512_X1Y16,port3_in,resp,637
NOC_NPS_VNOC_X1Y32,NOC_NSU512_X1Y16,port3_out,req,627
NOC_NPS_VNOC_X1Y33,NOC_NPS_VNOC_X1Y35,port0_in,port2_out,570
NOC_NPS_VNOC_X1Y35,NOC_NPS_VNOC_X1Y33,port2_in,port0_out,608
NOC_NPS_VNOC_X1Y32,NOC_NPS_VNOC_X1Y34,port2_in,port0_out,584
NOC_NPS_VNOC_X1Y34,NOC_NPS_VNOC_X1Y32,port0_in,port2_out,626
NOC_NMU512_X1Y17,NOC_NPS_VNOC_X1Y35,resp_in,port3_out,571
NOC_NMU512_X1Y17,NOC_NPS_VNOC_X1Y35,req_out,port3_in,561
NOC_NPS_VNOC_X1Y35,NOC_NPS_VNOC_X1Y34,port1_in,port1_out,585
NOC_NPS_VNOC_X1Y35,NOC_NPS_VNOC_X1Y34,port1_out,port1_in,569
NOC_NPS_VNOC_X1Y34,NOC_NSU512_X1Y17,port3_in,resp,597
NOC_NPS_VNOC_X1Y34,NOC_NSU512_X1Y17,port3_out,req,587
NOC_NPS_VNOC_X1Y35,NOC_NPS_VNOC_X1Y37,port0_in,port2_out,530
NOC_NPS_VNOC_X1Y37,NOC_NPS_VNOC_X1Y35,port2_in,port0_out,568
NOC_NPS_VNOC_X1Y34,NOC_NPS_VNOC_X1Y36,port2_in,port0_out,544
NOC_NPS_VNOC_X1Y36,NOC_NPS_VNOC_X1Y34,port0_in,port2_out,586
NOC_NMU512_X1Y18,NOC_NPS_VNOC_X1Y37,resp_in,port3_out,531
NOC_NMU512_X1Y18,NOC_NPS_VNOC_X1Y37,req_out,port3_in,521
NOC_NPS_VNOC_X1Y37,NOC_NPS_VNOC_X1Y36,port1_in,port1_out,545
NOC_NPS_VNOC_X1Y37,NOC_NPS_VNOC_X1Y36,port1_out,port1_in,529
NOC_NPS_VNOC_X1Y36,NOC_NSU512_X1Y18,port3_in,resp,557
NOC_NPS_VNOC_X1Y36,NOC_NSU512_X1Y18,port3_out,req,547
NOC_NPS_VNOC_X1Y37,NOC_NCRB_X1Y1,port0_out,port0_in,528
NOC_NPS_VNOC_X1Y37,NOC_NCRB_X1Y0,port0_in,port0_out,508
NOC_NPS_VNOC_X1Y36,NOC_NCRB_X1Y0,port2_in,port1_out,509
NOC_NPS_VNOC_X1Y36,NOC_NCRB_X1Y1,port2_out,port1_in,546
NOC_NCRB_X1Y1,NOC_NPS5555_X6Y4,port0_out,port3_in,510
NOC_NCRB_X1Y1,NOC_NPS5555_X6Y6,port1_out,port3_in,511
NOC_NCRB_X1Y0,NOC_NPS5555_X6Y6,port1_in,port3_out,291
NOC_NCRB_X1Y0,NOC_NPS5555_X6Y4,port0_in,port3_out,283
NOC_NPP_RPTR_X1Y14,NOC_NCRB_SSIT_X2Y7,port1_in,port0_out,824
NOC_NPP_RPTR_X1Y14,NOC_NCRB_SSIT_X2Y6,port0_out,port0_in,819
NOC_NPP_RPTR_X1Y15,NOC_NCRB_SSIT_X2Y7,port1_in,port1_out,825
NOC_NPP_RPTR_X1Y15,NOC_NCRB_SSIT_X2Y6,port0_out,port1_in,821
NOC_NCRB_SSIT_X2Y6,NOC_NPP_RPTR_X2Y12,port0_out,port0_in,822
NOC_NCRB_SSIT_X2Y6,NOC_NPP_RPTR_X2Y13,port1_out,port0_in,823
NOC_NCRB_SSIT_X2Y7,NOC_NPP_RPTR_X2Y13,port1_in,port1_out,830
NOC_NCRB_SSIT_X2Y7,NOC_NPP_RPTR_X2Y12,port0_in,port1_out,828
NOC_NPP_RPTR_X2Y12,NOC_NPS7575_X6Y6,port1_in,port0_out,832
NOC_NPS7575_X6Y6,NOC_NPP_RPTR_X2Y12,port0_in,port0_out,829
NOC_NPP_RPTR_X2Y13,NOC_NPS7575_X6Y7,port1_in,port0_out,836
NOC_NPS7575_X6Y7,NOC_NPP_RPTR_X2Y13,port0_in,port0_out,831
NOC_NPP_RPTR_X1Y10,NOC_NCRB_SSIT_X4Y4,port1_in,port0_out,918
NOC_NPP_RPTR_X1Y10,NOC_NCRB_SSIT_X4Y5,port0_out,port0_in,915
NOC_NPP_RPTR_X1Y11,NOC_NCRB_SSIT_X4Y4,port1_in,port1_out,919
NOC_NPP_RPTR_X1Y11,NOC_NCRB_SSIT_X4Y5,port0_out,port1_in,917
NOC_NCRB_SSIT_X4Y4,NOC_NPP_RPTR_X2Y8,port0_in,port1_out,924
NOC_NCRB_SSIT_X4Y4,NOC_NPP_RPTR_X2Y9,port1_in,port1_out,926
NOC_NCRB_SSIT_X4Y5,NOC_NPP_RPTR_X2Y8,port0_out,port0_in,920
NOC_NCRB_SSIT_X4Y5,NOC_NPP_RPTR_X2Y9,port1_out,port0_in,921
NOC_NPP_RPTR_X2Y8,NOC_NPS7575_X6Y4,port1_in,port0_out,928
NOC_NPS7575_X6Y4,NOC_NPP_RPTR_X2Y8,port0_in,port0_out,925
NOC_NPP_RPTR_X2Y9,NOC_NPS7575_X6Y5,port1_in,port0_out,932
NOC_NPS7575_X6Y5,NOC_NPP_RPTR_X2Y9,port0_in,port0_out,927
NOC_NPP_RPTR_X1Y6,NOC_NCRB_SSIT_X3Y2,port0_out,port0_in,1263
NOC_NPP_RPTR_X1Y6,NOC_NCRB_SSIT_X3Y3,port1_in,port0_out,1268
NOC_NPP_RPTR_X1Y7,NOC_NCRB_SSIT_X3Y3,port1_in,port1_out,1269
NOC_NPP_RPTR_X1Y7,NOC_NCRB_SSIT_X3Y2,port0_out,port1_in,1265
NOC_NCRB_SSIT_X3Y3,NOC_NPP_RPTR_X2Y5,port1_in,port1_out,1274
NOC_NCRB_SSIT_X3Y3,NOC_NPP_RPTR_X2Y4,port0_in,port1_out,1272
NOC_NCRB_SSIT_X3Y2,NOC_NPP_RPTR_X2Y4,port0_out,port0_in,1266
NOC_NCRB_SSIT_X3Y2,NOC_NPP_RPTR_X2Y5,port1_out,port0_in,1267
NOC_NPP_RPTR_X2Y4,NOC_NPS7575_X6Y2,port1_in,port0_out,1276
NOC_NPS7575_X6Y2,NOC_NPP_RPTR_X2Y4,port0_in,port0_out,1273
NOC_NPP_RPTR_X2Y5,NOC_NPS7575_X6Y3,port1_in,port0_out,1280
NOC_NPS7575_X6Y3,NOC_NPP_RPTR_X2Y5,port0_in,port0_out,1275
NOC_NPP_RPTR_X1Y2,NOC_NCRB_SSIT_X2Y1,port0_out,port0_in,1359
NOC_NPP_RPTR_X1Y2,NOC_NCRB_SSIT_X2Y0,port1_in,port0_out,1362
NOC_NPP_RPTR_X1Y3,NOC_NCRB_SSIT_X2Y0,port1_in,port1_out,1363
NOC_NPP_RPTR_X1Y3,NOC_NCRB_SSIT_X2Y1,port0_out,port1_in,1361
NOC_NCRB_SSIT_X2Y0,NOC_NPP_RPTR_X2Y1,port1_in,port1_out,1370
NOC_NCRB_SSIT_X2Y0,NOC_NPP_RPTR_X2Y0,port0_in,port1_out,1368
NOC_NCRB_SSIT_X2Y1,NOC_NPP_RPTR_X2Y0,port0_out,port0_in,1364
NOC_NCRB_SSIT_X2Y1,NOC_NPP_RPTR_X2Y1,port1_out,port0_in,1365
NOC_NPP_RPTR_X2Y0,NOC_NPS7575_X6Y0,port1_in,port0_out,1372
